,country,designation,points,price,province,region_1,region_2,variety,winery
886,US,Tierra Alta Vineyard,points_92,price_35.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Syrah,Comartin
887,US,Lone Oak Vineyard Estate,points_92,price_33.0,California,region_1_Santa Cruz Mountains,region_2_Central Coast,Cabernet Sauvignon,Cooper-Garrod
888,US,,points_92,price_140.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Merlot,Matteo
889,US,,points_92,price_35.0,California,region_1_Santa Barbara County,region_2_Central Coast,Syrah-Cabernet Sauvignon,Epiphany
890,US,Collaboration Series Force Majeure Vineyard,points_92,price_75.0,Washington,region_1_Red Mountain,region_2_Columbia Valley,Cabernet Sauvignon,Force Majeure
891,US,Cuvée Jeanne Marie Williamson-Dore Vineyard,points_92,price_40.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Rhône-style Red Blend,Foxen
892,Chile,Tralca,points_92,price_100.0,Colchagua Valley,region_1_nan,region_2_nan,Red Blend,Viña Bisquertt
893,US,Underwood Mountain,points_92,price_21.0,Washington,region_1_Columbia Gorge (WA),region_2_Washington Other,Riesling,Savage Grace
894,US,Portolan,points_92,price_80.0,California,region_1_Paso Robles,region_2_Central Coast,Red Blend,Sextant
895,US,Avansino Grand Reserve,points_92,price_28.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Cabernet Sauvignon,Arbor Crest
896,US,Sun Chase Vineyard,points_92,price_40.0,California,region_1_Sonoma Coast,region_2_Sonoma,Chardonnay,Evening Land
897,Italy,Munjebel Bianco 9,points_92,price_40.0,Italy Other,region_1_Vino da Tavola,region_2_nan,White Blend,Frank Cornelissen
898,Italy,Sorì Tildin,points_92,price_500.0,Piedmont,region_1_Langhe,region_2_nan,Red Blend,Gaja
899,France,Jubiléé,points_92,price_55.0,Alsace,region_1_Alsace,region_2_nan,Gewürztraminer,Hugel
900,Argentina,Bramare,points_93,price_40.0,Mendoza Province,region_1_Valle de Uco,region_2_nan,Malbec,Viña Cobos
901,US,,points_93,price_40.0,California,region_1_Edna Valley,region_2_Central Coast,Syrah,Chamisal Vineyards
902,US,Silhouette,points_93,price_65.0,California,region_1_Napa Valley,region_2_Napa,Chardonnay,Merryvale
903,France,Crouzeilles-Côte Abeilles,points_93,price_65.0,Southwest France,region_1_Madiran,region_2_nan,Tannat-Cabernet,Producteurs Plaimont
904,US,Sonnie's Sawyer Lindquist Vineyard,points_93,price_nan,California,region_1_Edna Valley,region_2_Central Coast,Syrah,Qupé
905,US,,points_93,price_28.0,California,region_1_San Luis Obispo,region_2_Central Coast,Syrah,Sinor-LaVallee
906,US,Sullivan Vineyard Dutton Ranch,points_93,price_51.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,The Calling
907,France,Cuvée 946,points_93,price_50.0,Provence,region_1_Côtes de Provence Sainte-Victoire,region_2_nan,Rosé,Château Gassier
908,France,Jadis,points_93,price_34.0,Provence,region_1_Côtes de Provence,region_2_nan,Rosé,Château Grand Boise
909,France,,points_93,price_50.0,Southwest France,region_1_Cahors,region_2_nan,Malbec,Château Lagrézette
910,France,Grande Cuvée No. 8,points_93,price_30.0,Provence,region_1_Côtes de Provence La Londe,region_2_nan,Rosé,Château les Valentines
911,France,Inspire,points_93,price_40.0,Provence,region_1_Côtes de Provence,region_2_nan,Rosé,Château Roubine
912,US,,points_93,price_30.0,California,region_1_Paso Robles,region_2_Central Coast,Cabernet Sauvignon,Daou
913,US,Sage Vineyard,points_93,price_45.0,California,region_1_Napa Valley,region_2_Napa,Sauvignon Blanc,Darioush
914,US,The Maneater Derby Vineyard,points_93,price_32.0,California,region_1_Paso Robles,region_2_Central Coast,Red Blend,Derby
915,US,Récolte Grand Cru,points_93,price_125.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Chardonnay,Domaine Serene
916,US,Sycamore Vineyard,points_93,price_150.0,California,region_1_Rutherford,region_2_Napa,Cabernet Sauvignon,Freemark Abbey
917,US,Seven Pillars Jess' Block,points_93,price_60.0,California,region_1_Fort Ross-Seaview,region_2_Sonoma,Syrah,Hard Six Cellars
918,US,Domaine,points_93,price_70.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,King Estate
919,Spain,Almancenista José Luis González Obregón Amontillado del Puerto,points_93,price_30.0,Andalucia,region_1_Jerez,region_2_nan,Sherry,Lustau
920,US,Balcombe Vineyard Block 1B,points_93,price_60.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Pinot Noir,Patricia Green Cellars
921,US,Schwarze Vineyard Brut,points_93,price_80.0,California,region_1_Carneros,region_2_Napa-Sonoma,Sparkling Blend,Schramsberg
922,France,Château Bouscassé Menhir,points_93,price_25.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,Tannat-Merlot,Vignobles Brumont
923,US,Flocchini Vineyard Petaluma Gap,points_93,price_32.0,California,region_1_Sonoma Coast,region_2_Sonoma,Syrah,Waxwing
924,Spain,,points_93,price_61.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo,San Vicente
925,US,Deja Vu,points_93,price_60.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Pinot Noir,Babcock
926,US,Top Cream Babcock Vineyard,points_93,price_45.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Chardonnay,Babcock
927,US,Temperance Hill Vineyard,points_93,price_60.0,Oregon,region_1_Eola-Amity Hills,region_2_Willamette Valley,Pinot Noir,Bergström
928,US,King Ridge Vineyard,points_93,price_80.0,California,region_1_Fort Ross-Seaview,region_2_Sonoma,Pinot Noir,Blue Farm
929,US,Jasper,points_93,price_85.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Pinot Noir,Challen
930,Italy,I Sodi di San Niccolò,points_89,price_90.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Castellare di Castellina
931,Portugal,Alma Grande Reserva,points_89,price_18.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
932,Portugal,D. Fuas Reserva,points_89,price_7.0,Terras do Dão,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
933,Portugal,Magna Carta Reserva,points_89,price_17.0,Alentejano,region_1_nan,region_2_nan,Portuguese Red,Caves Velhas
934,France,Le Monde on Parle,points_89,price_18.0,Southwest France,region_1_Gaillac,region_2_nan,Duras,Domaine des Terrisses
935,US,Faith,points_89,price_39.0,California,region_1_California,region_2_California Other,Red Blend,Aver Family Vineyards
936,Chile,Justo,points_89,price_17.0,Leyda Valley,region_1_nan,region_2_nan,Sauvignon Blanc,Claro
937,France,CSV,points_89,price_20.0,Southwest France,region_1_Côtes du Lot,region_2_nan,White Blend,Clos Troteligotte
938,Chile,Marques de Casa Concha,points_89,price_22.0,Leyda Valley,region_1_nan,region_2_nan,Sauvignon Blanc,Concha y Toro
939,US,,points_89,price_25.0,California,region_1_Carneros,region_2_Napa-Sonoma,Chardonnay,Conn Creek
940,Spain,Hisenda Miret Microcuvée Garnatxa,points_89,price_50.0,Catalonia,region_1_Penedès,region_2_nan,Garnacha,Parés Baltà
941,US,Estate Infrared,points_89,price_31.0,California,region_1_Livermore Valley,region_2_Central Coast,Rhône-style Red Blend,Fenestra
942,Germany,Schwarzer Adler,points_89,price_25.0,Baden,region_1_nan,region_2_nan,Pinot Gris,Franz Keller
943,Chile,,points_89,price_26.0,Limarí Valley,region_1_nan,region_2_nan,Red Blend,Maray
944,Italy,Inferno,points_89,price_27.0,Lombardy,region_1_Valtellina Superiore,region_2_nan,Red Blend,Nino Negri
945,US,Brut Cuvée,points_89,price_25.0,California,region_1_Arroyo Grande Valley,region_2_Central Coast,Sparkling Blend,Laetitia
946,Italy,D'Aria,points_89,price_22.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Leopoldo I di Toscana
947,US,Logsdon Ridge Vineyard Rudolfo,points_89,price_18.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Gris,Lumos
948,Chile,,points_89,price_20.0,Colchagua Valley,region_1_nan,region_2_nan,Cabernet Sauvignon,Maquis
949,Italy,Potenti,points_89,price_65.0,Tuscany,region_1_Toscana,region_2_nan,Cabernet Sauvignon,Petra
950,Portugal,Carvalhas,points_89,price_60.0,Douro,region_1_nan,region_2_nan,Tinta Francisca,Quinta das Carvalhas
951,Italy,Ser Gioveto,points_89,price_52.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Rocca delle Macìe
952,US,Pinot Noir,points_89,price_25.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Rosé,Stoller
953,US,Oakville Estate,points_89,price_65.0,California,region_1_Oakville,region_2_Napa,Cabernet Sauvignon,Tamber Bey
954,Italy,,points_89,price_240.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Tenuta di Trinoro
955,Italy,Crognolo,points_89,price_35.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Tenuta Sette Ponti
956,US,Z'ivo Vineyard Reserve,points_89,price_40.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Walnut City WineWorks
957,Portugal,Andreza,points_89,price_18.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Wines & Winemakers
958,US,,points_89,price_26.0,California,region_1_Santa Barbara County,region_2_Central Coast,Pinot Noir,YNOT
959,Greece,Ambelos Phos Roditis-Moschofilero,points_89,price_13.0,Peloponnese,region_1_nan,region_2_nan,White Blend,Zacharias
960,Italy,San Bernardo Riserva,points_90,price_nan,Piedmont,region_1_Roero,region_2_nan,Nebbiolo,Negro Angelo e Figli
961,US,,points_90,price_28.0,Oregon,region_1_Oregon,region_2_Oregon Other,Tempranillo,Obsidian
962,Portugal,Vale de Cavalos,points_90,price_18.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Poças
963,US,Coro Mendocino,points_90,price_40.0,California,region_1_Mendocino,region_2_Mendocino/Lake Counties,Red Blend,Ray's Station Vineyards
964,Spain,Reserva,points_90,price_35.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo Blend,Rioja Vega
965,Italy,Zio Nando,points_90,price_38.0,Piedmont,region_1_Barbera d'Alba,region_2_nan,Barbera,Rivetto
966,Israel,Special Reserve,points_90,price_20.0,Galilee,region_1_nan,region_2_nan,Cabernet Sauvignon,Segal's
967,US,MK Vineyard,points_90,price_72.0,California,region_1_Sonoma Coast,region_2_Sonoma,Pinot Noir,Small Vines
968,Germany,Bockstein Ockfen Auslese Erste Lage,points_90,price_60.0,Mosel,region_1_nan,region_2_nan,Riesling,St. Urbans-Hof
969,US,Whole Cluster,points_90,price_44.0,California,region_1_Anderson Valley,region_2_Mendocino/Lake Counties,Pinot Noir,Stemmler
970,Israel,Mt. Tabor,points_90,price_15.0,Galilee,region_1_nan,region_2_nan,Cabernet Sauvignon,Tabor
971,Italy,Castelletto,points_90,price_70.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Tenuta Duecorti
972,Portugal,Terra d'Alter Reserva Branco,points_90,price_30.0,Alentejano,region_1_nan,region_2_nan,Portuguese White,Terras de Alter
973,US,Estate,points_90,price_36.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,Thomas George
974,Israel,Espero,points_90,price_40.0,Galilee,region_1_nan,region_2_nan,Red Blend,Tulip Winery
975,US,,points_90,price_70.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Chardonnay,Wedell Cellars
976,US,Meredith Mitchell Vineyard,points_90,price_48.0,Oregon,region_1_McMinnville,region_2_Willamette Valley,Pinot Noir,Winderlea
977,Israel,,points_90,price_55.0,Judean Hills,region_1_nan,region_2_nan,Cabernet Sauvignon,Yatir
978,Italy,Leon,points_90,price_42.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Cascina Luisin
979,US,,points_90,price_125.0,California,region_1_Rutherford,region_2_Napa,Cabernet Sauvignon,Azari
980,Italy,Cannubi,points_90,price_110.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Borgogno Giacomo e Figli
981,Italy,Rapet,points_90,price_103.0,Piedmont,region_1_Barbaresco,region_2_nan,Nebbiolo,Ca'Romè
982,Italy,Bernardot,points_90,price_100.0,Piedmont,region_1_Barbaresco,region_2_nan,Nebbiolo,Ceretto
983,Italy,Margheria,points_90,price_40.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Luigi Pira
984,Italy,Ascheri,points_90,price_68.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Reverdito
985,Spain,Reserva,points_90,price_24.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Tempranillo,Valdubón
986,Italy,Castiglione,points_90,price_52.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Vietti
987,Australia,Coal River Valley Single Site,points_90,price_65.0,Tasmania,region_1_Tasmania,region_2_nan,Pinot Noir,Dalrymple
988,US,Juel,points_90,price_37.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Antiquum Farm
989,US,Vintage Brut,points_90,price_28.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Sparkling Blend,Argyle
990,Italy,,points_85,price_nan,Veneto,region_1_Soave,region_2_nan,Garganega,Marcello Turra
991,US,,points_85,price_13.0,California,region_1_California,region_2_California Other,Chardonnay,Auspicion
992,Israel,Admon Vineyard,points_85,price_30.0,Galilee,region_1_nan,region_2_nan,Chardonnay,Carmel
993,Portugal,Campelo,points_85,price_10.0,Vinho Verde,region_1_nan,region_2_nan,Portuguese White,Caves Campelo
994,Portugal,Miranda,points_85,price_9.0,Vinho Verde,region_1_nan,region_2_nan,Portuguese White,Caves Campelo
995,Portugal,Plexus Tinto,points_85,price_7.0,Tejo,region_1_nan,region_2_nan,Alicante Bouschet,Adega Cooperativa do Cartaxo
996,Portugal,Blanc de Blancs Bruto,points_85,price_12.0,Beira Atlantico,region_1_nan,region_2_nan,Portuguese Sparkling,Adega de Cantanhede
997,France,La Galope,points_85,price_15.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,Sauvignon Blanc,Domaine de l'Herré
998,France,,points_85,price_9.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,White Blend,Domaine du Touja
999,Argentina,,points_85,price_11.0,Mendoza Province,region_1_Mendoza,region_2_nan,Malbec,Proemio
